2011,3,27,8,-45,-86,10127,350,60,-9999,-9999,-9999,010010-99999
2011,3,27,9,-47,-87,10127,340,70,7,-9999,-9999,010010-99999
2011,3,27,10,-54,-99,10128,340,80,-9999,-9999,-9999,010010-99999
2011,3,27,11,-53,-93,10128,340,80,-9999,-9999,-9999,010010-99999
2011,3,27,12,-54,-96,10128,340,80,7,-9999,-1,010010-99999
2011,3,27,13,-59,-101,10131,340,80,-9999,-9999,-9999,010010-99999
2011,3,27,14,-59,-95,10131,340,80,-9999,-9999,-9999,010010-99999
2011,3,27,15,-58,-104,10130,360,70,-9999,-9999,-9999,010010-99999
2011,3,27,16,-63,-107,10129,360,80,-9999,-9999,-9999,010010-99999
2011,3,27,17,-69,-113,10133,350,80,-9999,-9999,-9999,010010-99999
2011,3,27,18,-74,-113,10135,350,80,-9999,-9999,-9999,010010-99999
2011,3,27,19,-77,-118,10135,10,90,-9999,-9999,-9999,010010-99999
2011,3,27,20,-78,-115,10136,350,70,-9999,-9999,-9999,010010-99999
2011,3,27,21,-78,-120,10136,340,80,-9999,-9999,-9999,010010-99999
2011,3,27,22,-79,-125,10135,340,90,-9999,-9999,-9999,010010-99999
2011,3,27,23,-79,-123,10134,350,80,-9999,-9999,-9999,010010-99999
2011,3,28,0,-80,-116,10132,340,80,7,-9999,-1,010010-99999
2011,3,28,1,-78,-125,10130,340,70,-9999,-9999,-9999,010010-99999
2011,3,28,2,-80,-122,10130,340,80,-9999,-9999,-9999,010010-99999
2011,3,28,3,-79,-125,10128,340,80,-9999,-9999,-9999,010010-99999
2011,3,28,4,-80,-129,10125,10,70,-9999,-9999,-9999,010010-99999
2011,3,28,5,-75,-137,10123,350,60,-9999,-9999,-9999,010010-99999
2011,3,28,6,-78,-108,10124,360,70,7,-9999,-9999,010010-99999
2011,3,28,7,-71,-126,10126,350,60,-9999,-9999,-9999,010010-99999
2011,3,28,8,-71,-131,10127,350,60,-9999,-9999,-9999,010010-99999
2011,3,28,9,-70,-126,10127,360,60,-9999,-9999,-9999,010010-99999
2011,3,28,10,-78,-107,10130,350,70,-9999,-9999,-9999,010010-99999
2011,3,28,11,-75,-121,10131,350,70,-9999,-9999,-9999,010010-99999
2011,3,28,12,-78,-129,10133,350,70,7,-9999,-1,010010-99999
2011,3,28,13,-82,-133,10135,350,60,-9999,-9999,-9999,010010-99999
2011,3,28,14,-81,-129,10134,340,80,-9999,-9999,-9999,010010-99999
2011,3,28,15,-82,-146,10133,340,90,-9999,-9999,-9999,010010-99999
2011,3,28,16,-83,-127,10132,350,70,-9999,-9999,-9999,010010-99999
2011,3,28,17,-82,-143,10134,350,60,-9999,-9999,-9999,010010-99999
2011,3,28,18,-82,-144,10134,350,60,6,-9999,-9999,010010-99999
2011,3,28,19,-85,-144,10134,340,80,-9999,-9999,-9999,010010-99999
2011,3,28,20,-86,-150,10136,340,70,-9999,-9999,-9999,010010-99999
2011,3,28,21,-87,-141,10139,340,70,-9999,-9999,-9999,010010-99999
2011,3,28,22,-86,-143,10137,340,50,-9999,-9999,-9999,010010-99999
2011,3,28,23,-87,-141,10137,330,50,-9999,-9999,-9999,010010-99999
2011,3,29,0,-87,-142,10141,350,50,8,-9999,-1,010010-99999
2011,3,29,1,-87,-132,10140,350,60,-9999,-9999,-9999,010010-99999
2011,3,29,2,-87,-135,10137,340,40,-9999,-9999,-9999,010010-99999
2011,3,29,3,-86,-137,10137,350,40,-9999,-9999,-9999,010010-99999
2011,3,29,4,-86,-142,10136,340,50,-9999,-9999,-9999,010010-99999
2011,3,29,5,-86,-136,10137,320,30,-9999,-9999,-9999,010010-99999
2011,3,29,6,-85,-135,10140,340,30,7,-9999,-9999,010010-99999
2011,3,29,7,-84,-141,10142,330,30,-9999,-9999,-9999,010010-99999
2011,3,29,8,-82,-125,10143,330,30,-9999,-9999,-9999,010010-99999
2011,3,29,9,-82,-127,10145,340,30,8,-9999,-9999,010010-99999
2011,3,29,10,-80,-124,10146,350,40,-9999,-9999,-9999,010010-99999
2011,3,29,11,-79,-134,10147,350,30,-9999,-9999,-9999,010010-99999
2011,3,29,12,-78,-126,10148,330,30,6,-9999,-1,010010-99999
2011,3,29,13,-76,-132,10147,350,40,-9999,-9999,-9999,010010-99999
2011,3,29,14,-75,-126,10146,340,30,-9999,-9999,-9999,010010-99999
2011,3,29,15,-77,-128,10144,360,30,3,-9999,-9999,010010-99999
2011,3,29,16,-78,-129,10141,350,20,-9999,-9999,-9999,010010-99999
2011,3,29,17,-81,-132,10139,360,20,-9999,-9999,-9999,010010-99999
2011,3,29,18,-88,-133,10138,340,40,4,-9999,-9999,010010-99999
2011,3,29,19,-91,-133,10136,320,40,-9999,-9999,-9999,010010-99999
2011,3,29,20,-93,-134,10135,310,20,-9999,-9999,-9999,010010-99999
2011,3,29,21,-107,-143,10132,290,20,-9999,-9999,-9999,010010-99999
2011,3,29,22,-109,-141,10130,270,30,-9999,-9999,-9999,010010-99999
2011,3,29,23,-104,-140,10126,260,30,-9999,-9999,-9999,010010-99999
2011,3,30,0,-92,-128,10124,250,30,3,-9999,0,010010-99999
2011,3,30,1,-89,-128,10121,260,30,-9999,-9999,-9999,010010-99999
2011,3,30,2,-91,-128,10114,270,30,-9999,-9999,-9999,010010-99999
2011,3,30,3,-78,-116,10109,250,20,-9999,-9999,-9999,010010-99999
2011,3,30,4,-78,-115,10103,260,20,-9999,-9999,-9999,010010-99999
2011,3,30,5,-68,-108,10101,190,20,-9999,-9999,-9999,010010-99999
2011,3,30,6,-60,-108,10096,140,40,6,-9999,-9999,010010-99999
2011,3,30,7,-55,-102,10090,130,40,-9999,-9999,-9999,010010-99999
2011,3,30,8,-53,-104,10086,140,50,-9999,-9999,-9999,010010-99999
2011,3,30,9,-52,-103,10083,140,50,8,-9999,-9999,010010-99999
2011,3,30,10,-52,-85,10079,150,50,-9999,-9999,-9999,010010-99999
2011,3,30,11,-54,-76,10072,110,30,-9999,-9999,-9999,010010-99999
2011,3,30,12,-50,-69,10065,90,50,8,-9999,-1,010010-99999
2011,3,30,13,-41,-56,10055,80,80,-9999,-9999,-9999,010010-99999
2011,3,30,14,-34,-46,10041,80,90,-9999,-9999,-9999,010010-99999
2011,3,30,15,-28,-37,10026,80,90,-9999,-9999,-9999,010010-99999
2011,3,30,16,-23,-32,10008,80,110,-9999,-9999,-9999,010010-99999
2011,3,30,17,-22,-31,9997,80,120,-9999,-9999,-9999,010010-99999
2011,3,30,18,-18,-33,9988,90,100,8,-9999,-9999,010010-99999
2011,3,30,19,-5,-29,9981,100,70,-9999,-9999,-9999,010010-99999
2011,3,30,20,-9,-25,9981,270,10,-9999,-9999,-9999,010010-99999
2011,3,30,21,-11,-25,9976,220,10,-9999,-9999,-9999,010010-99999
2011,3,30,22,-16,-29,9973,0,0,-9999,-9999,-9999,010010-99999
2011,3,30,23,-22,-35,9971,350,10,-9999,-9999,-9999,010010-99999
2011,3,31,0,-21,-34,9969,0,0,8,-9999,8,010010-99999
2011,3,31,1,-21,-33,9966,230,10,-9999,-9999,-9999,010010-99999
2011,3,31,2,-18,-29,9963,0,0,-9999,-9999,-9999,010010-99999
2011,3,31,3,-17,-28,9961,30,10,-9999,-9999,-9999,010010-99999
2011,3,31,4,-16,-27,9959,0,0,-9999,-9999,-9999,010010-99999
2011,3,31,5,-14,-24,9958,360,10,-9999,-9999,-9999,010010-99999
2011,3,31,6,-12,-22,9958,360,10,8,-9999,-9999,010010-99999
2011,3,31,7,-10,-19,9958,10,10,-9999,-9999,-9999,010010-99999
2011,3,31,8,-6,-16,9959,30,10,-9999,-9999,-9999,010010-99999
2011,3,31,9,-2,-12,9961,270,10,-9999,-9999,-9999,010010-99999
2011,3,31,10,2,-11,9961,280,10,-9999,-9999,-9999,010010-99999
2011,3,31,11,5,-6,9962,210,20,-9999,-9999,-9999,010010-99999
2011,3,31,12,7,-4,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,3,31,13,4,-7,9962,190,20,-9999,-9999,-9999,010010-99999
2011,3,31,14,4,-6,9962,140,20,-9999,-9999,-9999,010010-99999
2011,3,31,15,8,-4,9959,210,10,-9999,-9999,-9999,010010-99999
2011,3,31,16,9,-3,9956,270,10,-9999,-9999,-9999,010010-99999
2011,3,31,17,11,-3,9953,190,20,-9999,-9999,-9999,010010-99999
2011,3,31,18,7,-7,9951,210,10,8,-9999,-9999,010010-99999
2011,3,31,19,6,-9,9949,0,0,-9999,-9999,-9999,010010-99999
2011,3,31,20,6,-7,9946,120,50,-9999,-9999,-9999,010010-99999
2011,3,31,21,7,-6,9942,100,60,-9999,-9999,-9999,010010-99999
2011,3,31,22,10,-4,9937,100,60,-9999,-9999,-9999,010010-99999
2011,3,31,23,10,-2,9933,100,60,-9999,-9999,-9999,010010-99999
2011,4,1,0,15,6,9926,100,80,8,-9999,-1,010010-99999
2011,4,1,1,13,5,9921,100,60,-9999,-9999,-9999,010010-99999
2011,4,1,2,11,4,9915,90,60,-9999,-9999,-9999,010010-99999
2011,4,1,3,12,5,9910,90,50,-9999,-9999,-9999,010010-99999
2011,4,1,4,12,5,9904,80,50,-9999,-9999,-9999,010010-99999
2011,4,1,5,13,6,9897,90,60,-9999,-9999,-9999,010010-99999
2011,4,1,6,11,4,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,1,7,10,4,9887,80,50,-9999,-9999,-9999,010010-99999
2011,4,1,8,10,4,9880,90,60,-9999,-9999,-9999,010010-99999
2011,4,1,9,9,3,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,1,10,8,2,9877,190,60,-9999,-9999,-9999,010010-99999
2011,4,1,11,0,-5,9884,200,70,-9999,-9999,-9999,010010-99999
2011,4,1,12,-3,-8,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,1,13,-2,-6,9886,170,40,-9999,-9999,-9999,010010-99999
2011,4,1,14,-2,-7,9883,180,20,-9999,-9999,-9999,010010-99999
2011,4,1,15,0,-4,9876,250,20,-9999,-9999,-9999,010010-99999
2011,4,1,16,8,3,9868,200,20,-9999,-9999,-9999,010010-99999
2011,4,1,17,17,12,9862,210,30,-9999,-9999,-9999,010010-99999
2011,4,1,19,9,4,9849,190,40,-9999,-9999,-9999,010010-99999
2011,4,1,20,7,3,9843,120,80,-9999,-9999,-9999,010010-99999
2011,4,1,21,8,4,9829,100,70,-9999,-9999,-9999,010010-99999
2011,4,1,22,10,6,9813,70,70,-9999,-9999,-9999,010010-99999
2011,4,1,23,14,10,9798,70,70,-9999,-9999,-9999,010010-99999
2011,4,2,0,17,13,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,2,1,18,13,9758,70,80,-9999,-9999,-9999,010010-99999
2011,4,2,2,16,10,9736,70,80,-9999,-9999,-9999,010010-99999
2011,4,2,3,18,11,9713,70,100,-9999,-9999,-9999,010010-99999
2011,4,2,4,17,10,9700,70,70,-9999,-9999,-9999,010010-99999
2011,4,2,5,14,8,9694,120,60,-9999,-9999,-9999,010010-99999
2011,4,2,6,5,0,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,2,7,4,-1,9691,180,20,-9999,-9999,-9999,010010-99999
2011,4,2,8,0,-4,9689,200,30,-9999,-9999,-9999,010010-99999
2011,4,2,9,-1,-5,9687,200,40,-9999,-9999,-9999,010010-99999
2011,4,2,10,-1,-5,9685,200,30,-9999,-9999,-9999,010010-99999
2011,4,2,11,4,0,9683,230,20,-9999,-9999,-9999,010010-99999
2011,4,2,12,5,0,9680,100,20,6,-9999,0,010010-99999
2011,4,2,13,7,1,9678,20,20,-9999,-9999,-9999,010010-99999
2011,4,2,14,4,-4,9675,320,80,-9999,-9999,-9999,010010-99999
2011,4,2,15,0,-8,9669,300,110,4,-9999,-9999,010010-99999
2011,4,2,16,0,-10,9673,290,110,-9999,-9999,-9999,010010-99999
2011,4,2,17,-1,-10,9675,290,120,-9999,-9999,-9999,010010-99999
2011,4,2,18,4,-8,9685,300,130,7,-9999,-9999,010010-99999
2011,4,2,19,-4,-14,9701,310,110,-9999,-9999,-9999,010010-99999
2011,4,2,20,-13,-23,9717,300,50,-9999,-9999,-9999,010010-99999
2011,4,2,21,-20,-29,9727,290,90,-9999,-9999,-9999,010010-99999
2011,4,2,22,-24,-35,9742,300,100,-9999,-9999,-9999,010010-99999
2011,4,2,23,-27,-38,9754,290,80,-9999,-9999,-9999,010010-99999
2011,4,3,0,-32,-42,9765,280,90,8,-9999,30,010010-99999
2011,4,3,1,-33,-46,9776,280,90,-9999,-9999,-9999,010010-99999
2011,4,3,2,-34,-46,9784,260,100,-9999,-9999,-9999,010010-99999
2011,4,3,3,-33,-45,9790,260,100,-9999,-9999,-9999,010010-99999
2011,4,3,4,-32,-43,9795,270,100,-9999,-9999,-9999,010010-99999
2011,4,3,5,-31,-42,9804,280,90,-9999,-9999,-9999,010010-99999
2011,4,3,6,-33,-43,9814,280,100,8,-9999,-9999,010010-99999
2011,4,3,7,-32,-44,9824,290,100,-9999,-9999,-9999,010010-99999
2011,4,3,8,-34,-45,9834,290,100,-9999,-9999,-9999,010010-99999
2011,4,3,9,-34,-48,9842,300,100,-9999,-9999,-9999,010010-99999
2011,4,3,10,-34,-47,9853,300,90,-9999,-9999,-9999,010010-99999
2011,4,3,11,-34,-51,9861,290,90,-9999,-9999,-9999,010010-99999
2011,4,3,12,-33,-48,9866,300,100,8,-9999,41,010010-99999
2011,4,3,13,-30,-47,9876,300,90,-9999,-9999,-9999,010010-99999
2011,4,3,14,-26,-44,9884,280,60,-9999,-9999,-9999,010010-99999
2011,4,3,15,-21,-50,9889,260,80,-9999,-9999,-9999,010010-99999
2011,4,3,16,-19,-54,9891,280,60,-9999,-9999,-9999,010010-99999
2011,4,3,17,-22,-50,9893,270,80,-9999,-9999,-9999,010010-99999
2011,4,3,18,-27,-53,9897,260,80,6,-9999,-9999,010010-99999
2011,4,3,19,-23,-49,9902,290,70,-9999,-9999,-9999,010010-99999
2011,4,3,20,-19,-46,9904,260,70,-9999,-9999,-9999,010010-99999
2011,4,3,21,-17,-40,9906,260,50,-9999,-9999,-9999,010010-99999
2011,4,3,22,-14,-35,9905,230,70,-9999,-9999,-9999,010010-99999
2011,4,3,23,-9,-30,9907,230,60,-9999,-9999,-9999,010010-99999
2011,4,4,0,-6,-32,9909,240,40,7,-9999,10,010010-99999
2011,4,4,1,-6,-27,9911,230,50,-9999,-9999,-9999,010010-99999
2011,4,4,2,-4,-20,9911,250,40,-9999,-9999,-9999,010010-99999
2011,4,4,3,-5,-18,9912,250,60,-9999,-9999,-9999,010010-99999
2011,4,4,4,-6,-22,9914,250,70,-9999,-9999,-9999,010010-99999
2011,4,4,5,-9,-24,9916,280,30,-9999,-9999,-9999,010010-99999
2011,4,4,6,-8,-26,9922,250,50,7,-9999,-9999,010010-99999
2011,4,4,7,-6,-25,9925,230,50,-9999,-9999,-9999,010010-99999
2011,4,4,8,-12,-29,9929,240,60,-9999,-9999,-9999,010010-99999
2011,4,4,9,-17,-35,9929,270,90,4,-9999,-9999,010010-99999
2011,4,4,10,-10,-31,9932,270,90,-9999,-9999,-9999,010010-99999
2011,4,4,11,-14,-30,9936,210,70,-9999,-9999,-9999,010010-99999
2011,4,4,12,-12,-30,9937,210,80,3,-9999,-1,010010-99999
2011,4,4,13,-12,-35,9940,220,80,-9999,-9999,-9999,010010-99999
2011,4,4,14,-11,-34,9941,220,60,-9999,-9999,-9999,010010-99999
2011,4,4,15,-11,-34,9942,220,80,-9999,-9999,-9999,010010-99999
2011,4,4,16,-9,-32,9941,220,70,-9999,-9999,-9999,010010-99999
2011,4,4,17,-8,-34,9941,220,60,-9999,-9999,-9999,010010-99999
2011,4,4,18,-10,-71,9940,210,70,7,-9999,-9999,010010-99999
2011,4,4,19,-15,-43,9945,210,30,-9999,-9999,-9999,010010-99999
2011,4,4,20,-18,-43,9947,310,10,-9999,-9999,-9999,010010-99999
2011,4,4,21,-18,-39,9947,220,60,-9999,-9999,-9999,010010-99999
2011,4,4,22,-16,-38,9949,210,60,-9999,-9999,-9999,010010-99999
2011,4,4,23,-17,-36,9949,200,80,-9999,-9999,-9999,010010-99999
2011,4,5,0,-18,-39,9947,200,80,8,-9999,0,010010-99999
2011,4,5,1,-17,-41,9945,200,80,-9999,-9999,-9999,010010-99999
2011,4,5,2,-14,-41,9945,190,80,-9999,-9999,-9999,010010-99999
2011,4,5,3,-11,-38,9940,190,70,-9999,-9999,-9999,010010-99999
2011,4,5,4,-7,-37,9937,180,80,-9999,-9999,-9999,010010-99999
2011,4,5,5,-5,-37,9935,180,80,-9999,-9999,-9999,010010-99999
2011,4,5,6,-2,-32,9932,180,60,8,-9999,-9999,010010-99999
2011,4,5,7,0,-30,9931,170,60,-9999,-9999,-9999,010010-99999
2011,4,5,8,1,-30,9931,130,50,-9999,-9999,-9999,010010-99999
2011,4,5,9,2,-22,9930,130,50,8,-9999,-9999,010010-99999
2011,4,5,10,3,-19,9930,130,60,-9999,-9999,-9999,010010-99999
2011,4,5,11,4,-17,9927,100,60,-9999,-9999,-9999,010010-99999
2011,4,5,12,9,-19,9925,90,60,8,-9999,0,010010-99999
2011,4,5,13,13,-16,9920,90,70,-9999,-9999,-9999,010010-99999
2011,4,5,14,12,-13,9915,90,70,-9999,-9999,-9999,010010-99999
2011,4,5,15,10,-14,9913,100,60,8,-9999,-9999,010010-99999
2011,4,5,16,9,-15,9910,90,60,-9999,-9999,-9999,010010-99999
2011,4,5,17,8,-11,9908,80,60,-9999,-9999,-9999,010010-99999
2011,4,5,18,10,-10,9905,80,60,7,-9999,-9999,010010-99999
2011,4,5,19,10,-8,9904,80,60,-9999,-9999,-9999,010010-99999
2011,4,5,20,9,-8,9901,80,80,-9999,-9999,-9999,010010-99999
2011,4,5,21,11,-7,9898,70,70,-9999,-9999,-9999,010010-99999
2011,4,5,22,12,-5,9894,70,60,-9999,-9999,-9999,010010-99999
2011,4,5,23,13,-2,9889,80,80,-9999,-9999,-9999,010010-99999
2011,4,6,0,16,0,9884,80,100,6,-9999,-1,010010-99999
2011,4,6,1,16,0,9881,80,80,-9999,-9999,-9999,010010-99999
2011,4,6,2,19,-1,9873,70,80,-9999,-9999,-9999,010010-99999
2011,4,6,3,19,0,9869,70,90,-9999,-9999,-9999,010010-99999
2011,4,6,4,18,-2,9866,70,70,-9999,-9999,-9999,010010-99999
2011,4,6,5,19,-2,9864,70,80,-9999,-9999,-9999,010010-99999
2011,4,6,6,18,2,9864,80,80,8,-9999,-9999,010010-99999
2011,4,6,7,18,5,9866,80,70,-9999,-9999,-9999,010010-99999
2011,4,6,8,18,8,9870,70,70,-9999,-9999,-9999,010010-99999
2011,4,6,9,20,9,9870,70,70,8,-9999,-9999,010010-99999
2011,4,6,10,22,9,9867,80,80,-9999,-9999,-9999,010010-99999
2011,4,6,11,23,10,9864,80,90,-9999,-9999,-9999,010010-99999
2011,4,6,12,22,8,9861,80,80,7,-9999,3,010010-99999
2011,4,6,13,22,8,9858,80,70,-9999,-9999,-9999,010010-99999
2011,4,6,14,22,6,9851,70,100,-9999,-9999,-9999,010010-99999
2011,4,6,15,23,8,9845,70,90,-9999,-9999,-9999,010010-99999
2011,4,6,16,22,6,9835,70,80,-9999,-9999,-9999,010010-99999
2011,4,6,17,21,3,9827,80,80,-9999,-9999,-9999,010010-99999
2011,4,6,18,21,2,9817,70,70,8,-9999,-9999,010010-99999
2011,4,6,19,20,2,9812,80,70,-9999,-9999,-9999,010010-99999
2011,4,6,20,19,6,9807,80,70,-9999,-9999,-9999,010010-99999
2011,4,6,21,19,8,9802,80,70,-9999,-9999,-9999,010010-99999
2011,4,6,22,18,7,9797,70,40,-9999,-9999,-9999,010010-99999
2011,4,6,23,20,7,9793,310,10,-9999,-9999,-9999,010010-99999
2011,4,7,0,23,7,9793,300,10,8,-9999,20,010010-99999
2011,4,7,1,21,6,9793,220,10,-9999,-9999,-9999,010010-99999
2011,4,7,2,16,3,9792,200,10,-9999,-9999,-9999,010010-99999
2011,4,7,3,16,5,9794,220,30,-9999,-9999,-9999,010010-99999
2011,4,7,4,13,3,9798,220,20,-9999,-9999,-9999,010010-99999
2011,4,7,5,12,3,9801,230,10,-9999,-9999,-9999,010010-99999
2011,4,7,6,10,1,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,7,7,11,3,9815,40,20,-9999,-9999,-9999,010010-99999
2011,4,7,8,11,3,9822,30,10,-9999,-9999,-9999,010010-99999
2011,4,7,9,9,0,9829,30,10,8,-9999,-9999,010010-99999
2011,4,7,10,8,-1,9834,230,10,-9999,-9999,-9999,010010-99999
2011,4,7,11,12,3,9836,190,10,-9999,-9999,-9999,010010-99999
2011,4,7,12,15,5,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,7,13,15,6,9839,0,0,-9999,-9999,-9999,010010-99999
2011,4,7,14,16,5,9839,0,0,-9999,-9999,-9999,010010-99999
2011,4,7,15,9,-1,9834,240,10,-9999,-9999,-9999,010010-99999
2011,4,7,16,7,-2,9828,220,10,-9999,-9999,-9999,010010-99999
2011,4,7,17,6,-3,9822,110,10,-9999,-9999,-9999,010010-99999
2011,4,7,18,5,-4,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,7,19,4,-4,9815,60,30,-9999,-9999,-9999,010010-99999
2011,4,7,20,3,-4,9811,200,20,-9999,-9999,-9999,010010-99999
2011,4,7,21,5,-10,9806,270,70,-9999,-9999,-9999,010010-99999
2011,4,7,22,2,-21,9801,290,110,-9999,-9999,-9999,010010-99999
2011,4,7,23,0,-20,9802,300,110,-9999,-9999,-9999,010010-99999
2011,4,8,0,3,-22,9810,290,70,8,-9999,-1,010010-99999
2011,4,8,1,6,-21,9817,270,40,-9999,-9999,-9999,010010-99999
2011,4,8,2,1,-24,9827,280,120,-9999,-9999,-9999,010010-99999
2011,4,8,3,-5,-19,9836,290,130,-9999,-9999,-9999,010010-99999
2011,4,8,4,0,-13,9845,290,130,-9999,-9999,-9999,010010-99999
2011,4,8,5,-2,-13,9859,290,150,-9999,-9999,-9999,010010-99999
2011,4,8,6,-19,-25,9876,290,200,-9999,-9999,-9999,010010-99999
2011,4,8,7,-28,-35,9911,270,110,-9999,-9999,-9999,010010-99999
2011,4,8,8,-38,-43,9922,280,130,-9999,-9999,-9999,010010-99999
2011,4,8,9,-42,-47,9932,280,190,8,-9999,-9999,010010-99999
2011,4,8,10,-31,-38,9956,270,140,-9999,-9999,-9999,010010-99999
2011,4,8,11,-28,-40,9971,270,110,-9999,-9999,-9999,010010-99999
2011,4,8,12,-28,-43,9976,270,130,6,-9999,20,010010-99999
2011,4,8,13,-26,-39,9981,270,110,-9999,-9999,-9999,010010-99999
2011,4,8,14,-25,-44,9989,270,120,-9999,-9999,-9999,010010-99999
2011,4,8,15,-25,-44,9995,280,110,7,-9999,-9999,010010-99999
2011,4,8,16,-25,-46,10005,270,90,-9999,-9999,-9999,010010-99999
2011,4,8,17,-26,-49,10011,290,90,-9999,-9999,-9999,010010-99999
2011,4,8,18,-27,-49,10019,290,90,6,-9999,-9999,010010-99999
2011,4,8,19,-31,-56,10030,290,90,-9999,-9999,-9999,010010-99999
2011,4,8,20,-30,-54,10038,290,90,-9999,-9999,-9999,010010-99999
2011,4,8,21,-37,-59,10048,300,110,-9999,-9999,-9999,010010-99999
2011,4,8,22,-44,-65,10057,300,110,-9999,-9999,-9999,010010-99999
2011,4,8,23,-45,-66,10068,300,110,-9999,-9999,-9999,010010-99999
2011,4,9,0,-45,-68,10077,300,110,5,-9999,0,010010-99999
2011,4,9,1,-47,-68,10085,300,90,-9999,-9999,-9999,010010-99999
2011,4,9,2,-48,-65,10092,310,80,-9999,-9999,-9999,010010-99999
2011,4,9,3,-45,-63,10097,320,70,-9999,-9999,-9999,010010-99999
2011,4,9,4,-41,-60,10100,340,80,-9999,-9999,-9999,010010-99999
2011,4,9,5,-42,-66,10108,350,70,-9999,-9999,-9999,010010-99999
2011,4,9,6,-44,-67,10112,360,50,-9999,-9999,-9999,010010-99999
2011,4,9,7,-43,-66,10120,10,40,-9999,-9999,-9999,010010-99999
2011,4,9,8,-41,-64,10122,360,40,-9999,-9999,-9999,010010-99999
2011,4,9,9,-35,-60,10123,350,10,7,-9999,-9999,010010-99999
2011,4,9,10,-30,-54,10123,150,40,-9999,-9999,-9999,010010-99999
2011,4,9,11,-29,-52,10122,140,50,-9999,-9999,-9999,010010-99999
2011,4,9,12,-30,-51,10123,120,60,8,-9999,-1,010010-99999
2011,4,9,13,-29,-50,10120,130,50,-9999,-9999,-9999,010010-99999
2011,4,9,14,-27,-47,10112,120,60,-9999,-9999,-9999,010010-99999
2011,4,9,15,-25,-43,10099,110,70,8,-9999,-9999,010010-99999
2011,4,9,16,-19,-35,10090,110,70,-9999,-9999,-9999,010010-99999
2011,4,9,17,-13,-27,10072,100,60,-9999,-9999,-9999,010010-99999
2011,4,9,18,-7,-19,10059,110,60,8,-9999,-9999,010010-99999
2011,4,9,19,4,-12,10043,110,70,-9999,-9999,-9999,010010-99999
2011,4,9,20,8,-5,10021,90,80,-9999,-9999,-9999,010010-99999
2011,4,9,21,16,8,9997,100,90,-9999,-9999,-9999,010010-99999
2011,4,9,22,15,8,9974,130,90,-9999,-9999,-9999,010010-99999
2011,4,9,23,11,5,9960,150,60,-9999,-9999,-9999,010010-99999
2011,4,10,0,13,8,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,10,1,10,5,9944,210,70,-9999,-9999,-9999,010010-99999
2011,4,10,2,9,4,9941,210,50,-9999,-9999,-9999,010010-99999
2011,4,10,3,9,4,9934,120,10,-9999,-9999,-9999,010010-99999
2011,4,10,4,7,2,9933,200,40,-9999,-9999,-9999,010010-99999
2011,4,10,5,5,0,9925,210,20,-9999,-9999,-9999,010010-99999
2011,4,10,6,4,-1,-9999,-9999,-9999,-9999,-9999,-9999,010010-99999
2011,4,10,7,38,23,9922,270,200,-9999,-9999,-9999,010010-99999
2011,4,10,8,24,-14,9942,260,160,-9999,-9999,-9999,010010-99999
2011,4,10,9,18,-18,9957,250,160,2,-9999,-9999,010010-99999
2011,4,10,10,16,-15,9968,250,170,-9999,-9999,-9999,010010-99999
2011,4,10,11,8,-9,9980,260,160,-9999,-9999,-9999,010010-99999
2011,4,10,12,19,3,9992,250,130,7,-9999,51,010010-99999
2011,4,10,13,34,3,10002,250,130,-9999,-9999,-9999,010010-99999
2011,4,10,14,39,4,10003,250,110,-9999,-9999,-9999,010010-99999
2011,4,10,15,43,-2,10005,240,80,-9999,-9999,-9999,010010-99999
2011,4,10,16,14,-5,10002,200,90,-9999,-9999,-9999,010010-99999
2011,4,10,17,14,-4,10000,220,20,-9999,-9999,-9999,010010-99999
2011,4,10,18,14,-6,9996,200,70,7,-9999,-9999,010010-99999
2011,4,10,19,11,-9,9984,160,50,-9999,-9999,-9999,010010-99999
2011,4,10,20,7,-8,9974,140,30,-9999,-9999,-9999,010010-99999
2011,4,10,21,9,-4,9956,150,30,-9999,-9999,-9999,010010-99999
2011,4,10,22,13,-1,9934,190,80,-9999,-9999,-9999,010010-99999
2011,4,10,23,14,1,9915,160,90,-9999,-9999,-9999,010010-99999
2011,4,11,0,14,5,9896,160,100,8,-9999,5,010010-99999
2011,4,11,1,15,6,9882,190,120,-9999,-9999,-9999,010010-99999
2011,4,11,2,17,6,9878,210,100,-9999,-9999,-9999,010010-99999
2011,4,11,3,18,-6,9873,210,130,-9999,-9999,-9999,010010-99999
2011,4,11,4,17,-11,9870,210,110,-9999,-9999,-9999,010010-99999
2011,4,11,5,14,-15,9872,210,110,-9999,-9999,-9999,010010-99999
2011,4,11,6,14,-17,9876,210,100,2,-9999,-9999,010010-99999
